subject,hyperlink,color
four methods of acquiring knowledge,https://loom.loomofreality.org/#?category=24036FC18E7148F7B77AFAD9C5485720,#2F5496
four pillars,https://loom.loomofreality.org/#?category=F319A9BB1373EFF520FB12E50FEAA26B,#7F7E80
four; five pathways of love,https://loom.loomofreality.org/#?category=552E8D5180B04AAB91BE86621F37CD9B,#538135
free will and predestination; fate,https://loom.loomofreality.org/#?category=61112CABECB646B7A648800B633240E7,#00B0F0
freedom of thought and action,https://loom.loomofreality.org/#?category=3AF5CD058F82471FA2236DF51BDF9F38,#ED7D31
fulfillment of true potential,https://loom.loomofreality.org/#?category=F3B8DE63C198457A85B3CC5F45B32149,#4277B6
future of Haifa; of the Holy Land,https://loom.loomofreality.org/#?category=5AC79BF370C1E403616347F043187025,#CC9900
gambling and games of chance,https://loom.loomofreality.org/#?category=BF0ECD50DBFC42C3A855CE24E0DCAABD,#CCCC00
generosity [kirama],https://loom.loomofreality.org/#?category=531C2217F0C1EC4A8750BEC3A0B284AA,#2B3514
genuine love and affection in teaching the Cause,https://loom.loomofreality.org/#?category=897DD84096DC4E809E4ED2D3637A0FD0,#2B3514
goodly deeds; actions,https://loom.loomofreality.org/#?category=318AF6512E454733BC17A1B298A41946,#2B3514
grammar and orthography,https://loom.loomofreality.org/#?category=462DD0A3384CEC88D53CB4DF6993BEF2,#7F7E80
grammatical and other discrepancies in the Sacred Writings,https://loom.loomofreality.org/#?category=A1F5E22D1649ECA14B265BA4AE195779,#000000
greatness and influence of the Cause; of this Day,https://loom.loomofreality.org/#?category=1026FD55727C4292B730BB0C841E20E7,#CC9900
greed; envy; covetousness; attachment to the world,https://loom.loomofreality.org/#?category=7D483E56354A41E7BBF405202EC78AAE,#CCCC00
growth and progress is gradual and according to capacity,https://loom.loomofreality.org/#?category=E6C0C39827F843698AC33F901392B995,#CC9900
growth of the Cause,https://loom.loomofreality.org/#?category=22EED87D5EEC4CA68E16AB238733762E,#CC9900
happiness; joyfulness; joy and sorrow,https://loom.loomofreality.org/#?category=9896C9E13B524C0CB5F9770FF41B6D26,#4277B6
harmony of science and religion,https://loom.loomofreality.org/#?category=99656E1B1D7344D8930ACA530FDE210B,#2F5496
health and healing; material and spiritual healing,https://loom.loomofreality.org/#?category=FDA358C85EABE1A21EBBED1872E92D55,#00B050
heat and motion,https://loom.loomofreality.org/#?category=50ABBFF644124BF0AD0846FDCB67B56C,#538135
heaven and paradise; heaven and hell,https://loom.loomofreality.org/#?category=9EEB404CCE8EE5B1086AFCD6BB4247E4,#4277B6
heedlessness and ignorance of the people,https://loom.loomofreality.org/#?category=9EC159259B874FABB63915C45183582D,#CC9900
high station of learning,https://loom.loomofreality.org/#?category=25BCE94ADDAF4B1B89551A0B5A85DE9C,#00B050
high station of teachers of the Cause,https://loom.loomofreality.org/#?category=0620D9E3C183E6CF5D3FD17DD58C9ABC,#2B3514
high station of the arts and sciences,https://loom.loomofreality.org/#?category=E8D8CB2AB7034F7DB07173698FD9C979,#00B050
high station of the true believer,https://loom.loomofreality.org/#?category=9A8742BB523FE7870795B9A71B370B0A,#4277B6
higher encompasses the lower,https://loom.loomofreality.org/#?category=42BF27EF1B5543078EA9B3F7DF6B586C,#538135
historical episodes and the lessons of the past,https://loom.loomofreality.org/#?category=EFCE6C7ADF264310AFD8C5A360881252,#D32B1E
holy and most holy outpouring [fayd-i-aqdas and fayd-i-muqaddas],https://loom.loomofreality.org/#?category=B5A1748B3FB14D8EA1B9992E6E0409BF,#702C8C
holy war [jihad]; violence in the name of God,https://loom.loomofreality.org/#?category=C22F29949870425F8FF923F17E47096D,#CCCC00
honesty; truthfulness; trustworthiness,https://loom.loomofreality.org/#?category=EF0FF1BFD66BE7BE40FF7CAA4012DDF3,#2B3514
hospitality,https://loom.loomofreality.org/#?category=02AB9A3E1C13E61D5B0AE0F70778680D,#2B3514
human reality created in the image of God,https://loom.loomofreality.org/#?category=8EEDB198EF554EDAA21873DEC17AF79C,#00B0F0
"human soul as mirror; divine light, attributes within",https://loom.loomofreality.org/#?category=221CD3663B0740D49344F071233D1C5F,#00B0F0
humility; meekness; lowliness,https://loom.loomofreality.org/#?category=F98B57795BFF4F67AF474B13EE107703,#4277B6
humor; jokes,https://loom.loomofreality.org/#?category=8D9F026E4760E4C06FB3125FB37BD27E,#000000
hypocrisy,https://loom.loomofreality.org/#?category=51967056B127E9B5141EB6C5BDB5ECAF,#CCCC00
identity; relationship of Manifestation of God to God,https://loom.loomofreality.org/#?category=00BA6D4E6EF645E480AB0B732786C2BB,#BA1C30
idle fancies; lust and passion,https://loom.loomofreality.org/#?category=0336DB4B36D442E99D8E5873DEB6A033,#CCCC00
idle talk; backbiting; speaking ill of others,https://loom.loomofreality.org/#?category=90B7CCAFB2E14F19A4CF9A3759256B07,#CCCC00
idolatry,https://loom.loomofreality.org/#?category=6342253C2012E68DB1F250FB4CDDD104,#CCCC00
imagery in the Qur'an,https://loom.loomofreality.org/#?category=C327BE1851D4E7A34A2B583BE79B608F,#D32B1E
immateriality; ineffability of soul; spirit,https://loom.loomofreality.org/#?category=E0C43F3240E54029AC674467FFE368F4,#00B0F0
importance of authoritative interpretation,https://loom.loomofreality.org/#?category=1512FD2C8B8042FA84CBA88AE4FD2A7C,#7F7E80
importance of community building,https://loom.loomofreality.org/#?category=D2A37FC072734EADAA2D0F4A2BC2B5B0,#ED7D31
importance of prayer,https://loom.loomofreality.org/#?category=AAA2181CBE0F4BFFAAFD92CC0FCB75B4,#91218C
importance of reading the Sacred Writings,https://loom.loomofreality.org/#?category=DB9913EDE9DAEFE01D3272B608032691,#4277B6
impossibility of true worship of God,https://loom.loomofreality.org/#?category=173632E7BF104AB486EFBB383AF8DEAD,#702C8C
inability of the Manifestation; Prophet to comprehend God,https://loom.loomofreality.org/#?category=B492C6CABFF847E5814269886AE0C4E9,#BA1C30
independent investigation of truth; reality,https://loom.loomofreality.org/#?category=30A42A15DD044876BA9A0BA8D1D60330,#2F5496
infallibility; sinlessness ['ismat],https://loom.loomofreality.org/#?category=46FD5CCF1C43454DB91FC516E5D3B7F7,#BA1C30
infinity and eternity,https://loom.loomofreality.org/#?category=6BB666C0D9224ED7AE3400FC770A3496,#538135
inmost heart [fu'ad],https://loom.loomofreality.org/#?category=6843E7D91F1248EE96FCE5A4E6B06155,#4277B6
innateness; early self-awareness of the Manifestations of God,https://loom.loomofreality.org/#?category=8C7168F542A84B6CB338D26C0D301AC9,#BA1C30
intelligible vs. perceptible realities,https://loom.loomofreality.org/#?category=D2EADC40CD574D5F829C038D7AA42B76,#00B0F0
interconnectedness of the teachings,https://loom.loomofreality.org/#?category=DFD7CEB3B4E44FA3B8BE8B17E353D434,#2F5496
interconnectedness; all things involved in all things; chain of being,https://loom.loomofreality.org/#?category=2FC11A99D6A34DFD93993D59F31450E8,#538135
interpretation of dreams and visions,https://loom.loomofreality.org/#?category=4D23BC811AC9E800B36CF057A7209E03,#7F7E80
interpretation of words and passages in scripture,https://loom.loomofreality.org/#?category=58B72013D935E92718D07A6AB1DCFB78,#7F7E80
intuition; inspiration,https://loom.loomofreality.org/#?category=F9048B210D354CDE8C29D32A2F92E9B1,#4277B6
justice ['adl]; social justice and divine justice,https://loom.loomofreality.org/#?category=1021657B1CF64AAB90EC9FBF7FC73B34,#00B050
justice and mercy,https://loom.loomofreality.org/#?category=BE8FE142DAF5EE1D0C63BB50722C39AF,#00B050
justice and wrath of God,https://loom.loomofreality.org/#?category=9170438CF5C0E2D84968B1DE41C36F0F,#702C8C
kindliness; humility; self-effacement in teaching the Cause,https://loom.loomofreality.org/#?category=F7D359A1DBBF46B08E7168C2272A3D99,#2B3514
kindness to and rights of animals,https://loom.loomofreality.org/#?category=484B9ADCF51B49ABAC2901C126EE1E4E,#2B3514
knowledge of attributes same as knowledge of God,https://loom.loomofreality.org/#?category=7A7BDCD83AE14B19B4D78332D456B1D3,#702C8C
knowledge of self,https://loom.loomofreality.org/#?category=3ED3EB2EFEBF43C9A36134E26FDB38EE,#4277B6
knowledge; recognition of God,https://loom.loomofreality.org/#?category=0DD5324F4D5F4083B4CAA0D5360C7218,#91218C
labor and management; labor relations; profit sharing,https://loom.loomofreality.org/#?category=7494D3CC7B7FE1DCACD73621D5B5AE75,#CC9900
lack of formal education of the Manifestation of God,https://loom.loomofreality.org/#?category=ABCDEC1823254906B8333F43C16877E4,#BA1C30
language and the structure of reality,https://loom.loomofreality.org/#?category=E846CC474C3649F5A86C027F93FA44B2,#7F7E80
law of Huququ'llah,https://loom.loomofreality.org/#?category=D60E2E5B3B2C4B2796B8B06FF4D08157,#ED7D31
law of burial and cremation,https://loom.loomofreality.org/#?category=9D225CE8D12B4E9A839E9EB4935226A2,#ED7D31
law of cause and effect,https://loom.loomofreality.org/#?category=DF7D0EA999F44DBCA4F5C695B3851674,#538135
law of divorce,https://loom.loomofreality.org/#?category=199944841572430A878E76F5DDAC07BD,#ED7D31
law of fasting,https://loom.loomofreality.org/#?category=0C5DDE6CAB1F402695B2717CF1EC0833,#ED7D31
law of inheritance,https://loom.loomofreality.org/#?category=45F19A41FDE542EAA950F0554A7B175A,#ED7D31
law of obligatory prayer,https://loom.loomofreality.org/#?category=B7A38539E06DEF99A0FEFEB648DF4ABB,#ED7D31
law of pilgrimage,https://loom.loomofreality.org/#?category=DEE255C5CCCC4F548E258C3E5E1B450C,#ED7D31
law of repetition; recitation of the Greatest Name,https://loom.loomofreality.org/#?category=E1B9B332AC67E6035B1C4BC3B01EA8BB,#ED7D31
law of transformation and change,https://loom.loomofreality.org/#?category=77FE3431893F4FD6A31E4BC04DA1BEFC,#538135
laws of God; of the Kitab-i-Aqdas,https://loom.loomofreality.org/#?category=752881F17C2B4EE0BDA239B9D6517A45,#ED7D31
laws of marriage and dowry,https://loom.loomofreality.org/#?category=FE310A28E520E13E6B27445A16249BA5,#ED7D31
life and death,https://loom.loomofreality.org/#?category=064A242494DCE29D5CBAA6D792D7670B,#7F7E80
light and darkness,https://loom.loomofreality.org/#?category=8B68A1DE8700E8697ABFF0E02CF7F845,#7F7E80
limits of language,https://loom.loomofreality.org/#?category=D52576587DA0EB888F569679044D948D,#7F7E80
limits of the intellect,https://loom.loomofreality.org/#?category=048D1BC9980545A2BF50BCE956D33C2C,#00B0F0
lists; enumerations of Baha'i principles,https://loom.loomofreality.org/#?category=10F20171888446BAB9501BF1262D49C7,#00B050
literal interpretation,https://loom.loomofreality.org/#?category=87CAE620F6194480B20F2C8B053A5841,#7F7E80
literature; drama; humanities; the arts,https://loom.loomofreality.org/#?category=B596151C89A441D493D3B839D8579C43,#00B050
living waters; water of life,https://loom.loomofreality.org/#?category=AC6D3AECF43E478BB1E3EC19DB04E992,#4277B6
love and unity,https://loom.loomofreality.org/#?category=79CCBA0D8726E9D920DC566B92556700,#2B3514
love as fire,https://loom.loomofreality.org/#?category=9C38FD1F89964E0D9E88ADF23045DB9D,#91218C
love as fundamental; spiritual foundations of religion,https://loom.loomofreality.org/#?category=C7824F7FB65A4B75A74AC15AFD08EC5C,#7E1510
love of God,https://loom.loomofreality.org/#?category=410D6617D11A4266BA52B4B00A48D649,#91218C
"love, unity, and fellowship among the friends; in the Cause",https://loom.loomofreality.org/#?category=B002D95B61D1427697DF9636DF3B6E0A,#00B050
loving community spirit in teaching the Cause,https://loom.loomofreality.org/#?category=F7AA5CD08D094314848E6B2A95A5DFF4,#2B3514
loving one's enemies; returning hatred with love,https://loom.loomofreality.org/#?category=4D614A134412E9DA43B77542E47091BD,#2B3514
lying and deceit,https://loom.loomofreality.org/#?category=9BC3001DE5AA410BA0865211BE374327,#CCCC00
maintainance of degrees in society,https://loom.loomofreality.org/#?category=DDA2B50C1774485DAFFBA307BEC98470,#00B050
man is the sum; pinnacle; fruit of creation,https://loom.loomofreality.org/#?category=DBA5068DF2C24AE6A61E7337FF0B529D,#538135
man's distinction from the animal,https://loom.loomofreality.org/#?category=02605DD1AB7442E19B540C97BE1DD0DB,#538135
many are called but few are chosen,https://loom.loomofreality.org/#?category=1AD5A5F58C9D4D80A982ED7AA5435D7E,#91218C
marriage as means of spiritual progress,https://loom.loomofreality.org/#?category=6615BDF38C0B46B9960CFA282715258D,#00B050
martyrdom of the Bab,https://loom.loomofreality.org/#?category=00C41080E8DDED8D3092DBDA9483EDF1,#FFC000
martyrs and martyrdom,https://loom.loomofreality.org/#?category=A7271C05C12E4A3180E1E00F1DEBF977,#000000
material and spiritual existence; two books,https://loom.loomofreality.org/#?category=20396F06B6514E5EAF60E9440C8F2B5B,#538135
material world a reflection of the spiritual,https://loom.loomofreality.org/#?category=2863570D944B4AFB91F6F5A9413971B7,#538135
materialism; material vs. spiritual civilization,https://loom.loomofreality.org/#?category=C32DCE1484C6E34B581C0D0C738B7E27,#CC9900
matter; essence; substance and form,https://loom.loomofreality.org/#?category=A8FA3FC94D38433295A413FBDA06FC3D,#538135
meaning; importance of dreams and visions,https://loom.loomofreality.org/#?category=3F5DFEF17B6E4935A76DA6520A5504AE,#7F7E80
meanings of letters and numbers; jafr (gematria),https://loom.loomofreality.org/#?category=03732171C89EE6423D686FB6C1E39F42,#7F7E80
means of establishment of future civilization,https://loom.loomofreality.org/#?category=22163AE55B8C4896A94CFA8EC0CB10C3,#CC9900
meditation,https://loom.loomofreality.org/#?category=19BF26DB7B3FE2CF0ECEEB58485A8C6D,#4277B6
metallurgical metaphors,https://loom.loomofreality.org/#?category=24DDFF54E54FEFEC3C845D83F3A3E0E8,#7F7E80
methods of teaching the Cause,https://loom.loomofreality.org/#?category=369DAA81C51F4587B8F070614833A216,#2B3514
microcosm and macrocosm ['alam-i-akbar and 'alam-i-asghar],https://loom.loomofreality.org/#?category=EA626E1123AE4CA9BDB62193BD55DE62,#538135
mind as intermediary between soul and body,https://loom.loomofreality.org/#?category=3E5D97C507CBE9BC48712BC3E937BE35,#00B0F0
mind as principle emanation; activity of the human spirit,https://loom.loomofreality.org/#?category=F97B3874575041F7B031336C8EEF15B5,#00B0F0
mindfulness; concentration; focus,https://loom.loomofreality.org/#?category=6D2F37920646424E8CC0A9ECB49AC676,#4277B6
miracles and their interpretation,https://loom.loomofreality.org/#?category=3E78A8B4557E4886A5D3BC8F84BFB09E,#7F7E80
mission of the Manifestation of God in the world,https://loom.loomofreality.org/#?category=25E17ABCAE6B4195844602A0178DB4E5,#7E1510
moderation; frugality; simplicity,https://loom.loomofreality.org/#?category=02B4E611F3EC4C52AD11023CE5588FA7,#4277B6
modes; manner; speed; size of divine revelation,https://loom.loomofreality.org/#?category=5B93ADAC08EC4BAABE2190E8FEC71C01,#000000
monasticism; asceticism,https://loom.loomofreality.org/#?category=70B67FBB46F446D9835324D644050094,#CCCC00
multiple meanings; interpretations in scripture,https://loom.loomofreality.org/#?category=BB987894E7264233BA0C0C5DAB4D3C5F,#7F7E80
murder; causing physical harm,https://loom.loomofreality.org/#?category=FB433C213FDF4FE7AD1CECE5C661D18D,#CCCC00
music and singing,https://loom.loomofreality.org/#?category=4027C84B01D8438E9C7D92535DF6BAB7,#00B050
mysteries and their discovery; the mystical vision,https://loom.loomofreality.org/#?category=112D55EA871649C98F620B987B18D623,#4277B6
mystery of the great reversal,https://loom.loomofreality.org/#?category=370C070CD04CE2B909AA07135BAE9BC3,#7F7E80
mystical themes,https://loom.loomofreality.org/#?category=6259D6333FC7EE132D6AD0D77800E8FC,#4277B6
names and attributes of God,https://loom.loomofreality.org/#?category=9AB88215A3AC410692D350AE3BEB3A54,#702C8C
naming of children; of individuals,https://loom.loomofreality.org/#?category=B71D6E7CFCC8E05A303BFE9F83981E31,#000000
nationalism; love of country,https://loom.loomofreality.org/#?category=E5EFFF9275424573B014771437ACCE2C,#CC9900
nature and God's will,https://loom.loomofreality.org/#?category=879087898C9746AA88A2BE11CA9F1331,#538135
nearness and remoteness,https://loom.loomofreality.org/#?category=DBB0490F3653EEB9948DF8F6B543DC7C,#7F7E80
nearness to God,https://loom.loomofreality.org/#?category=618F635CCD66E2DF15781AE191ACE8AE,#91218C
necessary and possible being,https://loom.loomofreality.org/#?category=78550822F6B44C78B39854DB6CA87FAF,#538135
need for an educator,https://loom.loomofreality.org/#?category=A9FB0DFA63874B4E9177CA70ED30CFEA,#538135
need for cooperation; solitary existence not possible,https://loom.loomofreality.org/#?category=B5CA8DC45DCC48AABFC267FC9214C6E2,#538135
newspapers and the media; publications,https://loom.loomofreality.org/#?category=2D71B43F6FD6403083AC1BCB025C195E,#00B050
non-participation in politics,https://loom.loomofreality.org/#?category=46995D011114EF274DD2927A84E31B16,#00B050
nonexistence of evil; relativity of good and evil,https://loom.loomofreality.org/#?category=1D75B1F61DB2465E983CD5EC6C16C77A,#2F5496
obedience to and respect for government authority,https://loom.loomofreality.org/#?category=F9C86676F30D4FBC8FA75C7F25536147,#CC9900
obedience to; authority of the Manifestations of God,https://loom.loomofreality.org/#?category=10C0903A3A7048C193248AAA8629D4D4,#BA1C30
occult sciences; psychic phenomena,https://loom.loomofreality.org/#?category=666ED6B326A8EDED8D4E3FF383F97184,#CCCC00
one universal law; attractive power of love,https://loom.loomofreality.org/#?category=D190D773F56F4F3CBA7AD064E2098780,#538135
oneness or innumerability of the Manifestations of God,https://loom.loomofreality.org/#?category=D94FA897F92748119D02B1738E91BD1C,#BA1C30
oneness; unity of religion,https://loom.loomofreality.org/#?category=5F1349F0A072481181E9D852C41EC6BD,#7E1510
order; organization; tact; deliberation [tadbir],https://loom.loomofreality.org/#?category=4925B84D51C04E3DB0D1AB40021DA116,#4277B6
origin of the soul; the soul as emanation,https://loom.loomofreality.org/#?category=9A628005EF1D41DBB6DECA0975FD85FD,#00B0F0
original sin,https://loom.loomofreality.org/#?category=3B82BF1535D8E057003BB1BA09CF4C23,#CCCC00
outward and inward meanings,https://loom.loomofreality.org/#?category=3568B942A8FE439CBD3238E92AE8D80E,#7F7E80
pain of love; love as veil,https://loom.loomofreality.org/#?category=A230B24E88D943A79A527E42B4172FE0,#91218C
pairs in creation; male and female; B and E; agent and patient,https://loom.loomofreality.org/#?category=7DFA549A017149A38B04AB7D3DAF87FC,#538135
pantheism,https://loom.loomofreality.org/#?category=EDC6DF43384BE2AA8442091F0CC6BE13,#CCCC00
parents and children; youth; families,https://loom.loomofreality.org/#?category=45752F5987764F209FE2DC935C9B797C,#00B050
parliaments; constitutional government,https://loom.loomofreality.org/#?category=E044C256CB5C4D72999B0C5C614438D8,#CC9900
passage of elementary matter through degrees of existence,https://loom.loomofreality.org/#?category=34D3884EDFE04E158B8879D2E51BA67A,#538135
"past, present and future of Iran",https://loom.loomofreality.org/#?category=4B7D2672283AE883B6CC489FBC7D4E7A,#CC9900
perfection; imperfection of nature,https://loom.loomofreality.org/#?category=C6BB86F3DB8D4B58AF903A5ABB8B052F,#538135
permission for visit; pilgrimage,https://loom.loomofreality.org/#?category=71CA0BAD93CAE678CC1BA773DF8A5EC8,#000000
personal instructions,https://loom.loomofreality.org/#?category=D639D12CD679E3ED02A0F7A8D7835DB2,#000000
petitions to authorities,https://loom.loomofreality.org/#?category=92FAB05B93EAEA7C6C668DD0C91ADFB1,#000000
photographs and recordings,https://loom.loomofreality.org/#?category=79B6F204399AE4F22739206947ECBC2A,#00B050
physical limitations of the Manifestation of God,https://loom.loomofreality.org/#?category=12119CC76EF849FF97AEEF4858C87628,#BA1C30
piety; righteousness; fear of God [taqwa],https://loom.loomofreality.org/#?category=E5E0436334E8467AA2757EF389C2161A,#91218C
pilgrimage [Hajj] in Islam,https://loom.loomofreality.org/#?category=BC1DA81F657CE31747E11326EF6838A7,#D32B1E
pioneering; travel teaching,https://loom.loomofreality.org/#?category=41B13322CE5A471693055025FB15BA97,#2B3514
plenitude; the pervasiveness of life in the cosmos,https://loom.loomofreality.org/#?category=C400E4C4C1B54C2BA5A393FC9A9A2CC0,#538135
poems and quotation from poetry,https://loom.loomofreality.org/#?category=F91840AE122AEC232D80E33023EC88DF,#000000
power and sovereignty of God; omnipotence of God,https://loom.loomofreality.org/#?category=B4480B0CDB52EF0534E437134978DC1E,#702C8C
power of faith; power of the spirit,https://loom.loomofreality.org/#?category=F91D7DB188F74200962A9A9F8446281D,#4277B6
power of imagination; thought; right intention,https://loom.loomofreality.org/#?category=1AC9EC501387E272EE69865BCB498963,#4277B6
power of love,https://loom.loomofreality.org/#?category=D64346EB795847B3817AB6A1A38C8ED9,#4277B6
power of prayer,https://loom.loomofreality.org/#?category=374926D1B4A0440A807608CC09170687,#91218C
power of the Manifestation of God,https://loom.loomofreality.org/#?category=0E46A9D425ED4F89AB54563B472E6EF6,#BA1C30
power of the mind over nature,https://loom.loomofreality.org/#?category=9239D6E43FFEECDA3B3AC738EC10194E,#00B0F0
power; greatness; centrality of the Covenant,https://loom.loomofreality.org/#?category=628D2EB989914C2DBBDDFEB888CA31CA,#7E1510
power; influence of a single soul in teaching the Cause,https://loom.loomofreality.org/#?category=0932600F9AFF44C2B17210548E889F44,#2B3514
praise and encouragement,https://loom.loomofreality.org/#?category=A61D5813EBB7E2C5981ECFA84987639B,#000000
praise of Eastern values; culture,https://loom.loomofreality.org/#?category=AECD255E0A17E60EF9B3EAFAE4522D5C,#CC9900
praise of Western values; culture,https://loom.loomofreality.org/#?category=0948136C6D64E09F1F3FE2F80C9585D3,#CC9900
prayer for assistance; intercession,https://loom.loomofreality.org/#?category=FA7F518560E2EA0BDBF743A1577F0DDB,#91218C
prayer for children and youth,https://loom.loomofreality.org/#?category=6193A5AE5579E4039E4D0589AE21DACA,#91218C
prayer for detachment,https://loom.loomofreality.org/#?category=52F3B40CB9B8EA39DE0F1D7A99B41677,#91218C
prayer for evening; night,https://loom.loomofreality.org/#?category=E595DD9F357AECF340185AD122E7AB99,#91218C
prayer for fasting,https://loom.loomofreality.org/#?category=1B02DA4EAB17EE61A864DE2EB70F4D52,#91218C
prayer for firmness in the Covenant,https://loom.loomofreality.org/#?category=C988A6875D85E5BE715D95DDF7075DB4,#91218C
prayer for forgiveness,https://loom.loomofreality.org/#?category=0137285CF3DEE3ABF3193E5E857AE7DB,#91218C
prayer for gatherings; meetings; assemblies,https://loom.loomofreality.org/#?category=4F7E7C7A3965E2CD5F3E4D4F82C1F9A7,#91218C
prayer for governments and rulers,https://loom.loomofreality.org/#?category=30C2D59E16E1E7182E7735000387E1F7,#91218C
prayer for healing,https://loom.loomofreality.org/#?category=D0935698C4CEEBA12E206FCBCA340547,#91218C
prayer for married couples,https://loom.loomofreality.org/#?category=7CD9F612D69EEFF922C3F271E2BA1D72,#91218C
prayer for martyrs,https://loom.loomofreality.org/#?category=F353B58A110DE0D7DCBD2457A3797197,#91218C
prayer for morning,https://loom.loomofreality.org/#?category=39A6111CF5A6EBBD996B089FFCD3EB9C,#91218C
prayer for nearness to God,https://loom.loomofreality.org/#?category=C22A37A43832E506617EB2F4434E855F,#91218C
prayer for opponents; enemies of the Faith,https://loom.loomofreality.org/#?category=406F202A72F6E8F14E1C2FC471A82F70,#91218C
prayer for parents,https://loom.loomofreality.org/#?category=A67CE51FE17BE08F286E8F8342D4C327,#91218C
prayer for peace and unity,https://loom.loomofreality.org/#?category=7D9F01BD2688EBCE4F9DF73ACFC6D66C,#91218C
prayer for pilgrims,https://loom.loomofreality.org/#?category=18CFB0820CB9EDDECA02DE0F382EE721,#91218C
prayer for pioneers and travel teachers,https://loom.loomofreality.org/#?category=84FA7180FA61EE9BC41E9406386C89E8,#91218C
prayer for praise and gratitude,https://loom.loomofreality.org/#?category=A507E7D3A781E22F35AB894700017D84,#91218C
prayer for prosperity,https://loom.loomofreality.org/#?category=F4149E168A75E0609E7D38FC1193D523,#91218C
prayer for protection,https://loom.loomofreality.org/#?category=3B0211B4DCD4EA86BB1FC4BB6ADCD7C3,#91218C
prayer for purity; chastity,https://loom.loomofreality.org/#?category=BDF8B75365C1E9D95EAB6706CE6373DF,#91218C
prayer for sacrifice,https://loom.loomofreality.org/#?category=5AE6D14C9140E489E748811532B8AAE1,#91218C
prayer for service,https://loom.loomofreality.org/#?category=62A8DB017E8EEB11B3A3991393795E72,#91218C
prayer for specific individuals; groups,https://loom.loomofreality.org/#?category=26E85C22B274E5695DA94BA1A3A0A343,#91218C
prayer for spiritual recognition,https://loom.loomofreality.org/#?category=CF9408FBB1DDEA91EBA67EA2F1C015D8,#91218C
prayer for steadfastness; obedience,https://loom.loomofreality.org/#?category=7A2DA22B0196E4813CDC85DB1C970313,#91218C
prayer for strength,https://loom.loomofreality.org/#?category=3FE1E7AD528FE2A75CD3483C385076C4,#91218C
prayer for teaching,https://loom.loomofreality.org/#?category=7F0EB703B6D6E3DF376EE1FB68894FF6,#91218C
prayer for tests and difficulties,https://loom.loomofreality.org/#?category=5065428F8D47E024C04F5AB4E31112CA,#91218C
prayer for the Babis; people of the Bayan,https://loom.loomofreality.org/#?category=C3C780B59A3CE6204AC35349FEC37394,#91218C
prayer for the departed,https://loom.loomofreality.org/#?category=6F48F0918CDBEBB76DD545292C255B68,#91218C
prayer for the spiritual progress of others,https://loom.loomofreality.org/#?category=AB07CB83562E4E8FB296FD5FA74B7DB3,#91218C
prayer for unity,https://loom.loomofreality.org/#?category=305409983B8AE48709C636EE4005F04A,#91218C
prayer for victory and requital; triumph of the Cause,https://loom.loomofreality.org/#?category=ED6C3071A4A0E93BF1941116B45ED745,#91218C
prayer for women,https://loom.loomofreality.org/#?category=FE19F5905B90E62AF750E4476660CAEC,#91218C
prayer to be recited at table,https://loom.loomofreality.org/#?category=F58FC1908933E457851D1AF37E09301E,#91218C
prayers (general or uncategorized),https://loom.loomofreality.org/#?category=738F8F7E4890E6B818B5ACE3C3036604,#91218C
predictions and prophecies,https://loom.loomofreality.org/#?category=FF9A4A182AA5EB45D01627817D176E5E,#000000
preexistence of the Manifestation of God,https://loom.loomofreality.org/#?category=AAC65ADBDE024CAFA9F155EDDCCA0C1F,#BA1C30
prejudice; racial prejudice; class distinction,https://loom.loomofreality.org/#?category=9D6982B984B945D3A13E98CA9FB0FE57,#CCCC00
presence [liqa'] of Manifestation of God is presence of God,https://loom.loomofreality.org/#?category=82D2161C8BB4E087647B84F29B41D6D3,#BA1C30
presence of; reunion with God,https://loom.loomofreality.org/#?category=BB202C3CE69D47D19B5138D2E2FFE802,#91218C
present and future calamities; war; universal convulsion,https://loom.loomofreality.org/#?category=8CDDA7D99E83E1421D3C3542A49272FA,#CC9900
present and future expansion of arts and sciences; of technology,https://loom.loomofreality.org/#?category=BB8A8971F2EF480B9179519B95690878,#CC9900
preservation; transcription of the Sacred Writings,https://loom.loomofreality.org/#?category=9A79D4C03ECA48FB9544B12169798732,#000000
pride; vanity; laying claim to inner knowledge,https://loom.loomofreality.org/#?category=432DEC8FB4F94515B86F2E5396D09FB4,#CCCC00
priestcraft,https://loom.loomofreality.org/#?category=4D5490992BA8448D9D69A7F746351B89,#CCCC00
primordial Covenant; the day of alast,https://loom.loomofreality.org/#?category=32700D0B9FBB474CA2DF2E334114BC5B,#7E1510
principle of balance; moderation; equilibrium,https://loom.loomofreality.org/#?category=CD9C3EBD7DB44EFF9DDFF8598C7369FF,#538135
principles of the Faith adopted democratically; not imposed,https://loom.loomofreality.org/#?category=A166913AB8014C26ABA2279F5D0A710F,#CC9900
priority over other activities in teaching the Cause,https://loom.loomofreality.org/#?category=5D0661E7A082478AAC52AD8BC761FD50,#2B3514
procession; appearance of the Word from God,https://loom.loomofreality.org/#?category=191AFB3E5AAB4E3BB80BBCC24D349113,#CC0099
proclamation of the Cause (general or uncategorized),https://loom.loomofreality.org/#?category=3CD1B6C1EA79E50DBEE4211DC6F9A186,#000000
proclamation to Christians,https://loom.loomofreality.org/#?category=FBC0677BCD52E3EDFAD2C9B0B4645D86,#000000
